;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
391;391;Программист 1C;Химки;;;Машиностроительное конструкторское бюро Факел имени академика П.Д.Грушина;2019-11-19;15;Нет опыта;Полная занятость;Полный день;"Обязанности:  Сопровождение и доработка существующих конфигураций 1С; Проектирование и внедрение проектов, направленных на оптимизацию программного комплекса 1С, используемого на предприятии; Устранение ошибок и сбоев; Консультирование пользователей.  Требования:  Знание основных типовых конфигураций 1С Документооборот.  Условия:  Интересные задачи на одном из ведущих предприятий ракетно-космической промышленности которые обеспечат профессиональный рост; Полное соблюдение ТК РФ (официальная заработная плата, оплачиваемые больничные и отпуска); Обучение и повышение квалификации; Социальный пакет (ДМС, ОМС); Столовая с дотацией на питание; Бесплатный корпоративный транспорт, курсирующий по городу Химки; Частичная компенсация расходов на аренду жилья иногородним работникам (обсуждается индивидуально); Место работы Московская область, г. Химки (ближайшие метро Москвы Речной вокзал, Ховрино, Селигерская, Планерная, Петровско - Разумовская). Станция Химки расположена в 15 - 20 минутах ходьбы пешком. ";Сопровождение и доработка существующих конфигураций 1С. Проектирование и внедрение проектов, направленных на оптимизацию программного комплекса 1С, используемого на...;Знание основных типовых конфигураций 1С Документооборот.;;"1С: Документооборот;1С программирование;1С: Предприятие 8;1С: Зарплата и управление персоналом;Документальное сопровождение"
655;655;Программист 1C;Самара;;;Прогресурс;2019-11-26;8;От 1 года до 3 лет;Полная занятость;Гибкий график;"Что нужно делать: Мы ИТ-компания и работаем для наших клиентов. Им требуется всё: от простейшей телефонной консультации до серьёзного внедрения. Работаем с разными конфигурациями. Кроме 1С-программирования мы помогаем клиентам с построением их собственной ИТ-инфраструктуры и с размещением 1С в облаках. Чем будете заниматься вы? Давайте обсудим! Важно не только то, что вы можете и умете сейчас, но и ваши желания и стремления. Условия: Коротко и ёмко: свобода, деньги, рост, защита. Подробнее об условиях:  Оплата: Объемы задач имеются. Высокая сдельная оплата и дополнительные премиальные выплаты. Полностью официально. Размер зависит от опыта и квалификации. При должном отношении к работе можно рассчитывать на стабильный высокий доход. Социальная защита: предоставляется расширенная социальная защита в виде ДМС и страхования от различных неприятных жизненных ситуаций. Разумная свобода: Вы сами выбираете где, когда и сколько работать. При этом если вы вовлечены во взаимодействие с клиентами и поддержку, от вас непременно будут ждать доступности в общепринятое рабочее время. Атмосфера: У нас принята взаимная поддержка и товарищеское общение без статусов. Движущая сила - не строгий начальник, а внутренняя мотивация. Рост: Разнообразие видов деятельности, конфигураций и потребностей наших клиентов – мощный драйвер профессионального роста. Система управления знаниями и обучением делает этот рост простым, быстрым и своевременным. Высокая организованность, профессионализм и лидерские качества дают возможность занять руководящие позиции.  Требования:  Рассматриваем кандидатов с разным опытом и уровнем подготовки в области 1С Обязательность Грамотность Высшее образование  О компании  Внедряем и сопровождаем 1С с 2008 года. Высоко ценим интересы сотрудников и клиентов. Предпринимаем значительные усилия чтобы быть не простым &quot;франчем&quot;, а самым привлекательным 1С-Франчайзи для специалистов по 1С. ";Мы ИТ-компания и работаем для наших клиентов. Им требуется всё: от простейшей телефонной консультации до серьёзного внедрения. ;Рост: Разнообразие видов деятельности, конфигураций и потребностей наших клиентов – мощный драйвер профессионального роста. Система управления знаниями и обучением делает этот...;;
675;675;Программист 1C;Москва;;;Байкал-Сервис;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"Транспортная компания &quot;Байкал-Сервис&quot; успешно работает на рынке грузоперевозок с 1994 года. За это время мы зарекомендовали себя надежным, ответственным и стабильным партнером. Специализация Компании – доставка сборных грузов по России. Компания имеет развитую филиальную сеть по России, более 102 филиала и 3500 сотрудников, приглашает на интересную и достойно оплачиваемую работу в отдел внутреннего аудита: Программист 1С Обязанности:  Участие в проектах по доработке нетиповых конфигурации Компании на платформе 1С Предприятие 8.3 (на базе Управление торговлей 8); Разработка новых функциональных подсистем, отчётов, обработок; Работа по задачам в составе группы разработчиков и бизнес-аналитиков;  Требования:  Опыт разработки с платформой 1С 8.х от 2-х лет; Опыт работы с нетиповыми конфигурациями 1С; Желание развиваться в направлении разработки для высоконагруженных информационных систем, а также построения корректной архитектуры новых программных продуктов/подсистем; Знания механизмов технологической платформы 1С Предприятие 8.3;  Пожелания к опыту работы:  Умение разбираться в чужом коде; Знания механизмов технологической платформы 1С Предприятие 8.3;  Условия:  Работа в крупной и стабильной компании, более 20 лет Финансовые условия обсуждаются индивидуально с успешным кандидатом Работа в слаженном коллективе профессионалов; Оформление по ТК РФ График работы 5/2 Стабильная компания! Нам не страшны никакие кризисы!! Место работы: ул. Электродная м. Шоссе Энтузиастов, в пешей доступности от МЦК и жд станции Перово. ";Участие в проектах по доработке нетиповых конфигурации Компании на платформе 1С Предприятие 8.3 (на базе Управление торговлей 8). ;Опыт разработки с платформой 1С 8.х от 2-х лет. Опыт работы с нетиповыми конфигурациями 1С. ;;"1С программирование;1С: Управление Торговлей"
730;730;Программист 1C;Москва;;;Финсервис;2019-11-06;28;От 1 года до 3 лет;Полная занятость;Полный день;"IT Компания Финсервис - лидер на рынке финансовых технологии для POS бизнеса, успешно работающая с 2012 года. Платформа PosLogic – это наше ПО, разработанное для увеличения продаж наших партнеров, повышения эффективности процессов и удовлетворения любых запросов клиентов. На сегодняшний день компания имеет офисы в Москве, Санкт-Петербурге, Казани, Екатеринбурге, Новосибирске, Владивостоке, Краснодаре и других южных регионах страны. Технологический стек - Ruby On Rails, MongoDB, Redis, Elasticsearch, ReactJS, Docker, Kubernetes, Gitlab CI.   Обязанности: Сопровождение конфигураций 1С Бухгалтерия Корп и 1С ЗУП 3.1. Разработка нового и доработка существующего функционала в рамках бизнес-процессов компании:   1. Расширение стандартного функционала типовых конфигураций 1С Бухгалтерия и 1С ЗУП; 2. Доработка конфигураций на основе функциональных требований, разработка новых модулей и механизмов; 3. Интеграция с внешними системами. 4. Администрирование конфигураций 1С Бухгалтерия и 1С ЗУП; 5. Настройка прав доступа; 6. Обучение персонала компании, консультирование по вопросам работы программы. Требования: Опыт работы по вакансии – от 1 года. Условия: Работа в стабильной IT-компании; Трудоустройство по ТК РФ с первого рабочего дня; Уютный офис в современном бизнес-центре с видом на набережную, рядом с метро Тульская; Хорошо оборудованное рабочее место, новая техника; Дружный коллектив и веселые корпоративы; Уровень з/п обсуждается индивидуально с каждым кандидатом (по результатам собеседования); Корпоративный ДМС со стоматологией (после испытательного срока).";Сопровождение конфигураций 1С Бухгалтерия Корп и 1С ЗУП 3.1. Разработка нового и доработка существующего функционала в рамках...;IT Компания Финсервис - лидер на рынке финансовых технологии для POS бизнеса, успешно работающая с 2012 года. Опыт работы по вакансии...;;"1С: Документооборот;1С: Бухгалтерия;1С программирование;1С: Зарплата и управление персоналом"
1061;1061;Программист 1C;Оренбург;;;Автосалон-2000;2019-11-19;15;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:   Сопровождение 1С; Отладка и настройка взаимодействия между 1С Бухгалтерия, Альфа-Авто (в перспективе Документооборот КОРП); Администрирование информационной базы; Создание новых модулей и доработка существующих под бизнес-процессы компании по техническому заданию; Поддержка пользователей; Управление, установка прав доступа и аудит пользователей; Создание отчетов, обработок и печатных форм; Взаимодействие с разработчиками ПО 1С (написание ТЗ, контроль исполнения).    Требования:  Опыт программирования с использованием 1С 8.2/8.3; Хорошее знание и понимание языка запросов 1С; Базовые знания бухгалтерского учета и принципов работы с конфигурациями оперативного учета; Умение работать с СУБД MS SQL; Умение разбираться в чужом коде;  Приветствуется:  Умение грамотно организовать работу с пользователями (консультирование, разработка, анализ задач); Наличие сертификатов; Знания конфигурации 1С Альфа Авто.    Условия:  График работы: 5/2 (пн.-пт.), с 9:00 до 18:00 ";Сопровождение 1С. Отладка и настройка взаимодействия между 1С Бухгалтерия, Альфа-Авто (в перспективе Документооборот КОРП). Администрирование информационной базы. ;Опыт программирования с использованием 1С 8.2/8.3. Хорошее знание и понимание языка запросов 1С. ;;
1186;1186;Программист 1C;Москва;;;Випсервис;2019-11-18;16;От 1 года до 3 лет;Полная занятость;Полный день;"Ищем 1C разработчика в Агентство делового туризма &quot;Paxport&quot; в связи с расширением штата: Обязанности:  Доработка конфигураций 1С:Бухгалтерия 3.0.  Требования:  Высшее образование (желательно); Хорошее знание конфигурации 1С:Бухгалтерия 3.0; Базовое знание бухгалтерского учета; Сертификаты 1С:Специалист по платформе и Бухгалтерии - большой плюс.  Условия:  Оформление по ТК РФ; Стабильная белая заработная плата без задержек; Отсутствие дресс-кода; Внимательное отношение к инициативам и идеям; График работы 5/2; Место работы: м. Бауманская/Электрозаводская; Корпоративные скидки в сеть фитнес -залов и на изучение иностранных языков. ";Доработка конфигураций 1С:Бухгалтерия 3.0.;Высшее образование (желательно). Хорошее знание конфигурации 1С:Бухгалтерия 3.0. Базовое знание бухгалтерского учета. Сертификаты 1С:Специалист по...;;"1С программирование;1С: Бухгалтерия;Бухгалтерский учет;Бухгалтерская отчетность"
1195;1195;Программист 1C;Березовский (Свердловская область);;;ГК Березовский привоз;2019-12-04;0;От 3 до 6 лет;Полная занятость;Полный день;"Если ты - талантливый гуру 1С, с легкостью работаешь с пользователями, устанавливаешь и настраиваешь учетные системы с закрытыми глазами! Дальше можешь не читать - просто нажми &quot;Откликнуться&quot;, т.к. мы ищем именно тебя! У тебя есть уникальная возможность построить карьеру и получить профессиональный рост в крупной стабильной компании. Группа компаний &quot;Березовский привоз&quot; - это крупнейший автомобильный комплекс, успешно работающий на автомобильном рынке УРФО более 20 лет. Мы оказываем комплексный спектр услуг для своих любимых клиентов: продажа, обмен, выкуп автомобилей и оказание сервисных услуг. Мы активно развиваемся, у нас грандиозные планы и нам нужны таланты, как бы банально это не звучало) В состав Группы компаний &quot;Берпривоз&quot; входит несколько дилерских автоцентров, сервисных центров, магазинов автозапчастей. И нам позарез нужен &quot;Программист 1С&quot;! Почувствовал вибрации в своей профессиональной душе? Скорее откликайся, нам нужен именно ты! Мы предлагаем:  интересные профессиональные задачи; достойную заработную плату, рассматриваем пожелания соискателей; заработная плата всегда во время; официальное трудоустройство; график работы: 5/2 с 9:00 до 18:00; место работы: г.Березовский;  Обязанности:  Администрирование и сопровождение учетных систем на базе 1С Участие в работе по разработке новых бизнес-процессов Настройка и техническая поддержка процессов электронного документооборота Аудит работы БД 1С. Выявление ошибок в работе пользователей. Анализ соответствия бизнес процессов функционалу БД 1С Установка, настройка и обновление учетных систем, системы электронного документооборота, и сопутствующих программ Формализация требований и пожеланий заказчиков в технические задания на создание или доработку ПО в рамках информационной системы Определение возможности оптимизации элементов действующей системы и целесообразность доработки бизнес-процессов.  Требования:  высшее образование (желательно техническое); наличие дополнительного образования и сертификатов &quot;1С: Профессионал&quot;; опыт внедрения систем на платформе 1С 8.2; 8.3 от 3-х лет; умение работы с механизмами ролей в 1С; знание основ бухгалтерского учета; базовые навыки по работе с программным кодом 1С; опыт работы в техподдержке 1С; знание 1С ЗУП 3.1, 1С Бух 3.0, 1С:АА5 (будет плюсом), 1С Документооборот; опыт работы в автобизнесе и знакомство с программой Альфа-Авто будет вашим преимуществом; аналитический склад ума, стрессоустойчивость, исполнительность, желание и способность к саморазвитию и обучению. Преимуществом будут базовые знания: администрирования серверов 1С. AD. RDP  Ждем вас с радостным нетерпением!    ";Администрирование и сопровождение учетных систем на базе 1С. Участие в работе по разработке новых бизнес-процессов. Настройка и техническая...;"Высшее образование (желательно техническое). Наличие дополнительного образования и сертификатов &quot;1С: Профессионал&quot;. Опыт внедрения систем на платформе 1С 8...";;"1С: Бухгалтерия;1С: Зарплата и управление персоналом;Бухгалтерский учет;Альфа-Авто"
1293;1293;Программист 1C;Москва;;;Машиностроительное конструкторское бюро Факел имени академика П.Д.Грушина;2019-11-19;15;Нет опыта;Полная занятость;Полный день;"Обязанности:  Сопровождение и доработка существующих конфигураций 1С; Проектирование и внедрение проектов, направленных на оптимизацию программного комплекса 1С, используемого на предприятии; Устранение ошибок и сбоев; Консультирование пользователей.  Требования:  Знание основных типовых конфигураций 1С Документооборот.  Условия:  Интересные задачи на одном из ведущих предприятий ракетно-космической промышленности которые обеспечат профессиональный рост; Полное соблюдение ТК РФ (официальная заработная плата, оплачиваемые больничные и отпуска); Обучение и повышение квалификации; Социальный пакет (ДМС, ОМС); Столовая с дотацией на питание; Бесплатный корпоративный транспорт, курсирующий по городу Химки; Частичная компенсация расходов на аренду жилья иногородним работникам (обсуждается индивидуально); Место работы Московская область, г. Химки (ближайшие метро Москвы Речной вокзал, Ховрино, Селигерская, Планерная, Петровско - Разумовская). Станция Химки расположена в 15 - 20 минутах ходьбы пешком. ";Сопровождение и доработка существующих конфигураций 1С. Проектирование и внедрение проектов, направленных на оптимизацию программного комплекса 1С, используемого на...;Знание основных типовых конфигураций 1С Документооборот.;;"1С: Документооборот;1С программирование;1С: Предприятие 8;1С: Зарплата и управление персоналом;Документальное сопровождение"
1402;1402;Программист 1C;Москва;;;АПТОС ГРУПП;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"Должностные обязанности:  Доработка и поддержка существующих решений предприятия на базе 1С: Управление торговлей 11 + Rarus CRM, Бухгалтерия предприятия, Документооборот, БИТ: Финанс, ЗУП, УМЦ; Разработка технической документации (ТЗ, инструкции); Консультирование конечных пользователей; Разработка механизмов обмена (правила обмена, Соm) между различными конфигурациями; Разработка интеграционных решений с внешними системами.    Требования:  Наличие сертификата 1С:Специалист (Платформа); Знание конфигураций: Управление торговлей 11, Бухгалтерия предприятия, ЗУП, УМЦ; Желательно знание: БИТ Финанс, Rarus CRM, Документооборот; Знание механизмов платформы 1С 8.х; Опыт разработки с использованием хранилища конфигурации; Практический опыт работы с сильно доработанными конфигурациями; Навыки интеграции с использованием web-сервисов, http-сервисов; Знание конфигурации «1С: Конвертация данных»; Наличие практического опыта работы с торговым оборудованием (сканер - штрих кода, терминал сбора данных, банковское оборудование, принтер этикеток и т.д.).    Условия:  Работа в стабильной компании; Доброжелательная рабочая атмосфера; Социальные гарантии согласно ТК РФ; Место работы м. Технопарк (5 минут от метро); Современный и комфортный офис с оборудованной кухней и кофемашиной; Приятная инфраструктура Portplaza – изолированная территория с озеленением, кафе, рестораны, магазины и аптека, рядом набережная; Заработная плата обсуждается на собеседовании. ";Доработка и поддержка существующих решений предприятия на базе 1С: Управление торговлей 11 + Rarus CRM, Бухгалтерия предприятия, Документооборот, БИТ...;Наличие сертификата 1С:Специалист (Платформа). Знание конфигураций: Управление торговлей 11, Бухгалтерия предприятия, ЗУП, УМЦ. Желательно знание: БИТ Финанс, Rarus...;;"1С программирование;1С: Зарплата и управление персоналом;1С: Управление Торговлей;1С: Бухгалтерия;1С: Документооборот"
1486;1486;Программист 1C;Тверь;;;НОРД-АВТО;2019-12-03;1;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Знание конфигураций 1С : УПП и Альфа-Авто; Техническая поддержка программ 1С и их развитие в компании; Консультирование пользователей; Реализация обмена между базами 1 С.    Мы предлагаем:  Оформление согласно ТК РФ Скидки на обслуживание личного автомобиля Скидки на приобретение автобрендов компании Бесплатное посещение тренажёрного зала, занятия Йогой Дружный коллектив График работы: 5/2   ";Техническая поддержка программ 1С и их развитие в компании. Консультирование пользователей. Реализация обмена между базами 1 С.;Знание конфигураций 1С : УПП и Альфа-Авто.;;
